Country_Region,Province_State,County,Combined_Key,Population_Density
US,Iowa,Emmet,"Emmet, Iowa, US",9.315063516
US,Iowa,Fayette,"Fayette, Iowa, US",10.52861836
US,Iowa,Floyd,"Floyd, Iowa, US",12.23015567
US,Iowa,Franklin,"Franklin, Iowa, US",6.796916751
US,Iowa,Fremont,"Fremont, Iowa, US",5.263174731
US,Iowa,Greene,"Greene, Iowa, US",6.10247441
US,Iowa,Grundy,"Grundy, Iowa, US",9.494553801
US,Iowa,Guthrie,"Guthrie, Iowa, US",6.977844134
US,Iowa,Hamilton,"Hamilton, Iowa, US",10.11524843
US,Iowa,Hancock,"Hancock, Iowa, US",7.362253331
US,Iowa,Hardin,"Hardin, Iowa, US",11.61542289
US,Iowa,Harrison,"Harrison, Iowa, US",7.836261216
US,Iowa,Henry,"Henry, Iowa, US",17.71515424
US,Iowa,Howard,"Howard, Iowa, US",7.558112542
US,Iowa,Humboldt,"Humboldt, Iowa, US",8.502999552
US,Iowa,Ida,"Ida, Iowa, US",6.188261505
US,Iowa,Iowa,"Iowa, Iowa, US",10.67013973
US,Iowa,Jackson,"Jackson, Iowa, US",11.77365436
US,Iowa,Jasper,"Jasper, Iowa, US",19.500879
US,Iowa,Jefferson,"Jefferson, Iowa, US",16.025712
US,Iowa,Johnson,"Johnson, Iowa, US",92.59088846
US,Iowa,Jones,"Jones, Iowa, US",13.79608334
US,Iowa,Keokuk,"Keokuk, Iowa, US",6.799743695
US,Iowa,Kossuth,"Kossuth, Iowa, US",5.983658257
US,Iowa,Lee,"Lee, Iowa, US",25.76824008
US,Iowa,Linn,"Linn, Iowa, US",119.5965626
US,Iowa,Louisa,"Louisa, Iowa, US",10.7852898
US,Iowa,Lucas,"Lucas, Iowa, US",7.708532684
US,Iowa,Lyon,"Lyon, Iowa, US",7.732552439
US,Iowa,Madison,"Madison, Iowa, US",10.93600046
US,Iowa,Mahaska,"Mahaska, Iowa, US",15.02034603
US,Iowa,Marion,"Marion, Iowa, US",23.12270871
US,Iowa,Marshall,"Marshall, Iowa, US",27.15919211
US,Iowa,Mills,"Mills, Iowa, US",13.20181439
US,Iowa,Mitchell,"Mitchell, Iowa, US",8.7494411
US,Iowa,Monona,"Monona, Iowa, US",4.893087803
US,Iowa,Monroe,"Monroe, Iowa, US",6.999781518
US,Iowa,Montgomery,"Montgomery, Iowa, US",9.245217486
US,Iowa,Muscatine,"Muscatine, Iowa, US",37.9089724
US,Iowa,O'Brien,"O'Brien, Iowa, US",9.373015524
US,Iowa,Osceola,"Osceola, Iowa, US",5.921980088
US,Iowa,Page,"Page, Iowa, US",11.08843544
US,Iowa,Palo Alto,"Palo Alto, Iowa, US",6.200391523
US,Iowa,Plymouth,"Plymouth, Iowa, US",11.20455973
US,Iowa,Pocahontas,"Pocahontas, Iowa, US",4.613901338
US,Iowa,Polk,"Polk, Iowa, US",320.0174034
US,Iowa,Pottawattamie,"Pottawattamie, Iowa, US",37.9810442
US,Iowa,Poweshiek,"Poweshiek, Iowa, US",12.28097258
US,Iowa,Ringgold,"Ringgold, Iowa, US",3.593542221
US,Iowa,Sac,"Sac, Iowa, US",6.625930765
US,Iowa,Scott,"Scott, Iowa, US",145.2145154
US,Iowa,Shelby,"Shelby, Iowa, US",7.642585061
US,Iowa,Sioux,"Sioux, Iowa, US",17.50981089
US,Iowa,Story,"Story, Iowa, US",65.34233437
US,Iowa,Tama,"Tama, Iowa, US",9.176343253
US,Iowa,Taylor,"Taylor, Iowa, US",4.501244934
US,Iowa,Union,"Union, Iowa, US",11.34942911
US,Iowa,Van Buren,"Van Buren, Iowa, US",5.752416083
US,Iowa,Wapello,"Wapello, Iowa, US",31.57485744
US,Iowa,Warren,"Warren, Iowa, US",33.44528713
US,Iowa,Washington,"Washington, Iowa, US",15.03038264
US,Iowa,Wayne,"Wayne, Iowa, US",4.711928652
US,Iowa,Webster,"Webster, Iowa, US",19.82923648
US,Iowa,Winnebago,"Winnebago, Iowa, US",10.19125402
US,Iowa,Winneshiek,"Winneshiek, Iowa, US",11.41847033
US,Iowa,Woodbury,"Woodbury, Iowa, US",45.29299731
US,Iowa,Worth,"Worth, Iowa, US",7.226567749
US,Iowa,Wright,"Wright, Iowa, US",8.517437047
US,Kansas,Allen,"Allen, Kansas, US",9.747146923
US,Kansas,Anderson,"Anderson, Kansas, US",5.230212046
US,Kansas,Atchison,"Atchison, Kansas, US",14.65251573
US,Kansas,Barber,"Barber, Kansas, US",1.611380319
US,Kansas,Barton,"Barton, Kansas, US",11.5542922
US,Kansas,Bourbon,"Bourbon, Kansas, US",8.932705769
US,Kansas,Brown,"Brown, Kansas, US",6.536133047
US,Kansas,Butler,"Butler, Kansas, US",17.95065849
US,Kansas,Chase,"Chase, Kansas, US",1.321045619
US,Kansas,Chautauqua,"Chautauqua, Kansas, US",2.034817149
US,Kansas,Cherokee,"Cherokee, Kansas, US",13.35991581
US,Kansas,Cheyenne,"Cheyenne, Kansas, US",1.013438597
US,Kansas,Clark,"Clark, Kansas, US",0.813294675
US,Kansas,Clay,"Clay, Kansas, US",4.871615365
US,Kansas,Cloud,"Cloud, Kansas, US",4.890089966
US,Kansas,Coffey,"Coffey, Kansas, US",5.109557631
US,Kansas,Comanche,"Comanche, Kansas, US",0.871830565
US,Kansas,Cowley,"Cowley, Kansas, US",12.20689123
US,Kansas,Crawford,"Crawford, Kansas, US",25.60264884
US,Kansas,Decatur,"Decatur, Kansas, US",1.244923019
US,Kansas,Dickinson,"Dickinson, Kansas, US",8.662222525
US,Kansas,Doniphan,"Doniphan, Kansas, US",7.590969279
US,Kansas,Douglas,"Douglas, Kansas, US",101.0833249
US,Kansas,Edwards,"Edwards, Kansas, US",1.81598148
US,Kansas,Elk,"Elk, Kansas, US",1.53538511
US,Kansas,Ellis,"Ellis, Kansas, US",12.38993784
US,Kansas,Ellsworth,"Ellsworth, Kansas, US",3.395507757
US,Kansas,Finney,"Finney, Kansas, US",10.95945138
US,Kansas,Ford,"Ford, Kansas, US",12.12300932
US,Kansas,Franklin,"Franklin, Kansas, US",17.26231922
US,Kansas,Geary,"Geary, Kansas, US",35.02556585
US,Kansas,Gove,"Gove, Kansas, US",0.943579106
US,Kansas,Graham,"Graham, Kansas, US",1.093601149
US,Kansas,Grant,"Grant, Kansas, US",5.115714933
US,Kansas,Gray,"Gray, Kansas, US",2.682686448
US,Kansas,Greeley,"Greeley, Kansas, US",0.595220999
US,Kansas,Greenwood,"Greenwood, Kansas, US",2.07892651
US,Kansas,Hamilton,"Hamilton, Kansas, US",1.013577
US,Kansas,Harper,"Harper, Kansas, US",2.733593392
US,Kansas,Harvey,"Harvey, Kansas, US",24.71813981
US,Kansas,Haskell,"Haskell, Kansas, US",2.705629722
US,Kansas,Hodgeman,"Hodgeman, Kansas, US",0.826984606
US,Kansas,Jackson,"Jackson, Kansas, US",7.835959798
US,Kansas,Jefferson,"Jefferson, Kansas, US",13.69330407
US,Kansas,Jewell,"Jewell, Kansas, US",1.237263753
US,Kansas,Johnson,"Johnson, Kansas, US",477.3188482
US,Kansas,Kearny,"Kearny, Kansas, US",1.743915297
US,Kansas,Kingman,"Kingman, Kansas, US",3.340637513
US,Kansas,Kiowa,"Kiowa, Kansas, US",1.349627327
US,Kansas,Labette,"Labette, Kansas, US",12.18442316
US,Kansas,Lane,"Lane, Kansas, US",0.883707806
US,Kansas,Leavenworth,"Leavenworth, Kansas, US",66.68979644
US,Kansas,Lincoln,"Lincoln, Kansas, US",1.662170248
US,Kansas,Linn,"Linn, Kansas, US",6.261931225
US,Kansas,Logan,"Logan, Kansas, US",1.011140639
US,Kansas,Lyon,"Lyon, Kansas, US",15.17048729
US,Kansas,McPherson,"McPherson, Kansas, US",12.30581098
US,Kansas,Marion,"Marion, Kansas, US",4.91960919
US,Kansas,Marshall,"Marshall, Kansas, US",4.202549527
US,Kansas,Meade,"Meade, Kansas, US",1.682047343
US,Kansas,Miami,"Miami, Kansas, US",22.21024227
US,Kansas,Mitchell,"Mitchell, Kansas, US",3.423133399
US,Kansas,Montgomery,"Montgomery, Kansas, US",19.7792301
US,Kansas,Morris,"Morris, Kansas, US",3.090626674
US,Kansas,Morton,"Morton, Kansas, US",1.501591773
US,Kansas,Nemaha,"Nemaha, Kansas, US",5.43773105
US,Kansas,Neosho,"Neosho, Kansas, US",10.89445191
US,Kansas,Ness,"Ness, Kansas, US",1.06158934
US,Kansas,Norton,"Norton, Kansas, US",2.412358825
US,Kansas,Osage,"Osage, Kansas, US",8.691733943
US,Kansas,Osborne,"Osborne, Kansas, US",1.558657342
US,Kansas,Ottawa,"Ottawa, Kansas, US",3.161757751
US,Kansas,Pawnee,"Pawnee, Kansas, US",3.434292967
US,Kansas,Phillips,"Phillips, Kansas, US",2.357047716
US,Kansas,Pottawatomie,"Pottawatomie, Kansas, US",10.81224348
US,Kansas,Pratt,"Pratt, Kansas, US",5.033247832
US,Kansas,Rawlins,"Rawlins, Kansas, US",0.90584952
US,Kansas,Reno,"Reno, Kansas, US",19.40502446
US,Kansas,Republic,"Republic, Kansas, US",2.522068827
US,Kansas,Rice,"Rice, Kansas, US",5.189969677
US,Kansas,Riley,"Riley, Kansas, US",47.68079694
US,Kansas,Rooks,"Rooks, Kansas, US",2.218990522
US,Kansas,Rush,"Rush, Kansas, US",1.668641256
US,Kansas,Russell,"Russell, Kansas, US",3.039553587
US,Kansas,Saline,"Saline, Kansas, US",29.47167687
US,Kansas,Scott,"Scott, Kansas, US",2.662847404
US,Kansas,Sedgwick,"Sedgwick, Kansas, US",198.2078776
US,Kansas,Seward,"Seward, Kansas, US",13.69716362
US,Kansas,Shawnee,"Shawnee, Kansas, US",126.5335231
US,Kansas,Sheridan,"Sheridan, Kansas, US",1.079931148
US,Kansas,Sherman,"Sherman, Kansas, US",2.181198713
US,Kansas,Smith,"Smith, Kansas, US",1.579395489
US,Kansas,Stafford,"Stafford, Kansas, US",2.054217141
US,Kansas,Stanton,"Stanton, Kansas, US",1.170759906
US,Kansas,Stevens,"Stevens, Kansas, US",3.018694584
US,Kansas,Sumner,"Sumner, Kansas, US",7.583249161
US,Kansas,Thomas,"Thomas, Kansas, US",2.810925259
US,Kansas,Trego,"Trego, Kansas, US",1.240598197
US,Kansas,Wabaunsee,"Wabaunsee, Kansas, US",3.348043622
US,Kansas,Wallace,"Wallace, Kansas, US",0.665582497
US,Kansas,Washington,"Washington, Kansas, US",2.384118733
US,Kansas,Wichita,"Wichita, Kansas, US",1.151483051
US,Kansas,Wilson,"Wilson, Kansas, US",5.942943942
US,Kansas,Woodson,"Woodson, Kansas, US",2.458613973
US,Kansas,Wyandotte,"Wyandotte, Kansas, US",418.4522062
US,Kentucky,Adair,"Adair, Kentucky, US",18.33015572
US,Kentucky,Allen,"Allen, Kentucky, US",23.31589108
US,Kentucky,Anderson,"Anderson, Kentucky, US",42.43425602
US,Kentucky,Ballard,"Ballard, Kentucky, US",12.65273497
US,Kentucky,Barren,"Barren, Kentucky, US",34.5887888
US,Kentucky,Bath,"Bath, Kentucky, US",16.98977355
US,Kentucky,Bell,"Bell, Kentucky, US",29.23546513
US,Kentucky,Boone,"Boone, Kentucky, US",202.3834146
US,Kentucky,Bourbon,"Bourbon, Kentucky, US",26.84294204
US,Kentucky,Boyd,"Boyd, Kentucky, US",116.1466556
US,Kentucky,Boyle,"Boyle, Kentucky, US",64.03928685
US,Kentucky,Bracken,"Bracken, Kentucky, US",15.81994256
US,Kentucky,Breathitt,"Breathitt, Kentucky, US",10.28421391
US,Kentucky,Breckinridge,"Breckinridge, Kentucky, US",13.60626856
US,Kentucky,Bullitt,"Bullitt, Kentucky, US",103.2955927
US,Kentucky,Butler,"Butler, Kentucky, US",11.54886161
US,Kentucky,Caldwell,"Caldwell, Kentucky, US",14.25192729
US,Kentucky,Calloway,"Calloway, Kentucky, US",38.88396268
US,Kentucky,Campbell,"Campbell, Kentucky, US",235.395229
US,Kentucky,Carlisle,"Carlisle, Kentucky, US",9.866558938
US,Kentucky,Carroll,"Carroll, Kentucky, US",32.16556487
US,Kentucky,Carter,"Carter, Kentucky, US",25.73102982
US,Kentucky,Casey,"Casey, Kentucky, US",13.72881922
US,Kentucky,Christian,"Christian, Kentucky, US",38.88576193
US,Kentucky,Clark,"Clark, Kentucky, US",54.85553722
US,Kentucky,Clay,"Clay, Kentucky, US",16.96542072
US,Kentucky,Clinton,"Clinton, Kentucky, US",19.98726953
US,Kentucky,Crittenden,"Crittenden, Kentucky, US",9.742567724
US,Kentucky,Cumberland,"Cumberland, Kentucky, US",8.492596421
US,Kentucky,Daviess,"Daviess, Kentucky, US",84.17676813
US,Kentucky,Edmonson,"Edmonson, Kentucky, US",15.45250458
US,Kentucky,Elliott,"Elliott, Kentucky, US",12.38625284
US,Kentucky,Estill,"Estill, Kentucky, US",21.8349095
US,Kentucky,Fayette,"Fayette, Kentucky, US",433.8783812
US,Kentucky,Fleming,"Fleming, Kentucky, US",16.03917638
US,Kentucky,Floyd,"Floyd, Kentucky, US",36.25164412
US,Kentucky,Franklin,"Franklin, Kentucky, US",93.4339071
US,Kentucky,Fulton,"Fulton, Kentucky, US",11.64318162
US,Kentucky,Gallatin,"Gallatin, Kentucky, US",34.16949365
US,Kentucky,Garrard,"Garrard, Kentucky, US",29.0761375
US,Kentucky,Grant,"Grant, Kentucky, US",37.28883301
US,Kentucky,Graves,"Graves, Kentucky, US",26.09718483
US,Kentucky,Grayson,"Grayson, Kentucky, US",20.21768556
US,Kentucky,Green,"Green, Kentucky, US",14.87858376
US,Kentucky,Greenup,"Greenup, Kentucky, US",40.08840324
US,Kentucky,Hancock,"Hancock, Kentucky, US",17.93766824
US,Kentucky,Hardin,"Hardin, Kentucky, US",66.94972341
US,Kentucky,Harlan,"Harlan, Kentucky, US",22.48991942
US,Kentucky,Harrison,"Harrison, Kentucky, US",23.5230933
US,Kentucky,Hart,"Hart, Kentucky, US",17.43235989
US,Kentucky,Henderson,"Henderson, Kentucky, US",40.81079235
US,Kentucky,Henry,"Henry, Kentucky, US",21.32703228
US,Kentucky,Hickman,"Hickman, Kentucky, US",7.279820792
US,Kentucky,Hopkins,"Hopkins, Kentucky, US",32.52551379
US,Kentucky,Jackson,"Jackson, Kentucky, US",14.95775337
US,Kentucky,Jefferson,"Jefferson, Kentucky, US",778.0698343
US,Kentucky,Jessamine,"Jessamine, Kentucky, US",117.5630452
US,Kentucky,Johnson,"Johnson, Kentucky, US",33.66765309
US,Kentucky,Kenton,"Kenton, Kentucky, US",396.7181937
US,Kentucky,Knott,"Knott, Kentucky, US",17.03924339
US,Kentucky,Knox,"Knox, Kentucky, US",31.45054702
US,Kentucky,Larue,"Larue, Kentucky, US",20.89697527
US,Kentucky,Laurel,"Laurel, Kentucky, US",53.53987233
US,Kentucky,Lawrence,"Lawrence, Kentucky, US",14.66293087
US,Kentucky,Lee,"Lee, Kentucky, US",12.48007927
US,Kentucky,Leslie,"Leslie, Kentucky, US",10.08662946
US,Kentucky,Letcher,"Letcher, Kentucky, US",25.90845342
US,Kentucky,Lewis,"Lewis, Kentucky, US",10.78726509
US,Kentucky,Lincoln,"Lincoln, Kentucky, US",28.37157269
US,Kentucky,Livingston,"Livingston, Kentucky, US",11.42171308
US,Kentucky,Logan,"Logan, Kentucky, US",18.77258386
US,Kentucky,Lyon,"Lyon, Kentucky, US",14.7802121
US,Kentucky,McCracken,"McCracken, Kentucky, US",101.3342058
US,Kentucky,McCreary,"McCreary, Kentucky, US",15.95325956
US,Kentucky,McLean,"McLean, Kentucky, US",14.2667498
US,Kentucky,Madison,"Madison, Kentucky, US",79.18923969
US,Kentucky,Magoffin,"Magoffin, Kentucky, US",15.85496055
US,Kentucky,Marion,"Marion, Kentucky, US",21.64635424
US,Kentucky,Marshall,"Marshall, Kentucky, US",39.94224602
US,Kentucky,Martin,"Martin, Kentucky, US",20.04174147
US,Kentucky,Mason,"Mason, Kentucky, US",27.58053737
US,Kentucky,Meade,"Meade, Kentucky, US",35.80829015
US,Kentucky,Menifee,"Menifee, Kentucky, US",12.14717282
US,Kentucky,Mercer,"Mercer, Kentucky, US",33.35473342
US,Kentucky,Metcalfe,"Metcalfe, Kentucky, US",13.33542593
US,Kentucky,Monroe,"Monroe, Kentucky, US",12.4633622
US,Kentucky,Montgomery,"Montgomery, Kentucky, US",54.30880936
US,Kentucky,Morgan,"Morgan, Kentucky, US",13.45842234
US,Kentucky,Muhlenberg,"Muhlenberg, Kentucky, US",25.67719612
US,Kentucky,Nelson,"Nelson, Kentucky, US",41.97326654
US,Kentucky,Nicholas,"Nicholas, Kentucky, US",14.04646094
US,Kentucky,Ohio,"Ohio, Kentucky, US",15.82514916
US,Kentucky,Oldham,"Oldham, Kentucky, US",134.8063456
US,Kentucky,Owen,"Owen, Kentucky, US",11.81153494
US,Kentucky,Owsley,"Owsley, Kentucky, US",8.729023441
US,Kentucky,Pendleton,"Pendleton, Kentucky, US",20.2274497
US,Kentucky,Perry,"Perry, Kentucky, US",30.59418111
US,Kentucky,Pike,"Pike, Kentucky, US",29.68313316
US,Kentucky,Powell,"Powell, Kentucky, US",26.57916715
US,Kentucky,Pulaski,"Pulaski, Kentucky, US",37.61562899
US,Kentucky,Robertson,"Robertson, Kentucky, US",8.280686349
US,Kentucky,Rockcastle,"Rockcastle, Kentucky, US",20.52438963
US,Kentucky,Rowan,"Rowan, Kentucky, US",33.80245019
US,Kentucky,Russell,"Russell, Kentucky, US",27.02947483
US,Kentucky,Scott,"Scott, Kentucky, US",73.33424745
US,Kentucky,Shelby,"Shelby, Kentucky, US",47.56735556
US,Kentucky,Simpson,"Simpson, Kentucky, US",29.77797972
US,Kentucky,Spencer,"Spencer, Kentucky, US",37.72896853
US,Kentucky,Taylor,"Taylor, Kentucky, US",36.96236602
US,Kentucky,Todd,"Todd, Kentucky, US",12.73252536
US,Kentucky,Trigg,"Trigg, Kentucky, US",12.54244908
US,Kentucky,Trimble,"Trimble, Kentucky, US",21.99016694
US,Kentucky,Union,"Union, Kentucky, US",16.66905409
US,Kentucky,Warren,"Warren, Kentucky, US",90.10818904
US,Kentucky,Washington,"Washington, Kentucky, US",15.62616521
US,Kentucky,Wayne,"Wayne, Kentucky, US",17.36678404
US,Kentucky,Webster,"Webster, Kentucky, US",15.29416243
US,Kentucky,Whitley,"Whitley, Kentucky, US",31.82517611
US,Kentucky,Wolfe,"Wolfe, Kentucky, US",12.55259004
US,Kentucky,Woodford,"Woodford, Kentucky, US",53.00114511
US,Louisiana,Acadia,"Acadia, Louisiana, US",36.87236211
US,Louisiana,Allen,"Allen, Louisiana, US",13.00552965
US,Louisiana,Ascension,"Ascension, Louisiana, US",161.3021959
US,Louisiana,Assumption,"Assumption, Louisiana, US",25.89877241
US,Louisiana,Avoyelles,"Avoyelles, Louisiana, US",18.9711161
US,Louisiana,Beauregard,"Beauregard, Louisiana, US",12.26632947
US,Louisiana,Bienville,"Bienville, Louisiana, US",6.504831559
US,Louisiana,Bossier,"Bossier, Louisiana, US",57.95449905
US,Louisiana,Caddo,"Caddo, Louisiana, US",109.1141448
US,Louisiana,Calcasieu,"Calcasieu, Louisiana, US",72.62153265
US,Louisiana,Caldwell,"Caldwell, Louisiana, US",7.289798969
US,Louisiana,Cameron,"Cameron, Louisiana, US",2.063828365
US,Louisiana,Catahoula,"Catahoula, Louisiana, US",5.394858883
US,Louisiana,Claiborne,"Claiborne, Louisiana, US",8.261874246
US,Louisiana,Concordia,"Concordia, Louisiana, US",11.09090819
US,Louisiana,De Soto,"De Soto, Louisiana, US",11.99008553
US,Louisiana,East Baton Rouge,"East Baton Rouge, Louisiana, US",376.5643735
US,Louisiana,East Carroll,"East Carroll, Louisiana, US",6.63070011
US,Louisiana,East Feliciana,"East Feliciana, Louisiana, US",16.60468344
US,Louisiana,Evangeline,"Evangeline, Louisiana, US",19.60644704
US,Louisiana,Franklin,"Franklin, Louisiana, US",12.5625307
US,Louisiana,Grant,"Grant, Louisiana, US",13.41875837
US,Louisiana,Iberia,"Iberia, Louisiana, US",48.88778944
US,Louisiana,Iberville,"Iberville, Louisiana, US",20.56865747
US,Louisiana,Jackson,"Jackson, Louisiana, US",10.80317751
US,Louisiana,Jefferson,"Jefferson, Louisiana, US",568.4608792
US,Louisiana,Jefferson Davis,"Jefferson Davis, Louisiana, US",18.65235746
US,Louisiana,Lafayette,"Lafayette, Louisiana, US",344.9383309
US,Louisiana,Lafourche,"Lafourche, Louisiana, US",35.4943687
US,Louisiana,LaSalle,"LaSalle, Louisiana, US",9.239609885
US,Louisiana,Lincoln,"Lincoln, Louisiana, US",38.75901342
US,Louisiana,Livingston,"Livingston, Louisiana, US",82.27008668
US,Louisiana,Madison,"Madison, Louisiana, US",7.093740468
US,Louisiana,Morehouse,"Morehouse, Louisiana, US",12.62446152
US,Louisiana,Natchitoches,"Natchitoches, Louisiana, US",12.01309757
US,Louisiana,Orleans,"Orleans, Louisiana, US",887.9442128
US,Louisiana,Ouachita,"Ouachita, Louisiana, US",98.72412134
US,Louisiana,Plaquemines,"Plaquemines, Louisiana, US",11.56468855
US,Louisiana,Pointe Coupee,"Pointe Coupee, Louisiana, US",15.35347669
US,Louisiana,Rapides,"Rapides, Louisiana, US",38.46738735
US,Louisiana,Red River,"Red River, Louisiana, US",8.551783642
US,Louisiana,Richland,"Richland, Louisiana, US",14.22468189
US,Louisiana,Sabine,"Sabine, Louisiana, US",10.73135837
US,Louisiana,St. Bernard,"St. Bernard, Louisiana, US",46.73374091
US,Louisiana,St. Charles,"St. Charles, Louisiana, US",73.29353389
US,Louisiana,St. Helena,"St. Helena, Louisiana, US",9.842380269
US,Louisiana,St. James,"St. James, Louisiana, US",34.13874236
US,Louisiana,St. John the Baptist,"St. John the Baptist, Louisiana, US",78.26893586
US,Louisiana,St. Landry,"St. Landry, Louisiana, US",34.87325247
US,Louisiana,St. Martin,"St. Martin, Louisiana, US",28.15151992
US,Louisiana,St. Mary,"St. Mary, Louisiana, US",35.95261205
US,Louisiana,St. Tammany,"St. Tammany, Louisiana, US",115.0206595
US,Louisiana,Tangipahoa,"Tangipahoa, Louisiana, US",63.67638823
US,Louisiana,Tensas,"Tensas, Louisiana, US",2.988717991
US,Louisiana,Terrebonne,"Terrebonne, Louisiana, US",35.34650913
US,Louisiana,Union,"Union, Louisiana, US",9.894953492
US,Louisiana,Vermilion,"Vermilion, Louisiana, US",19.70213394
US,Louisiana,Vernon,"Vernon, Louisiana, US",14.83067473
US,Louisiana,Washington,"Washington, Louisiana, US",26.79066518
US,Louisiana,Webster,"Webster, Louisiana, US",25.79577098
US,Louisiana,West Baton Rouge,"West Baton Rouge, Louisiana, US",51.89708458
US,Louisiana,West Carroll,"West Carroll, Louisiana, US",12.00242233
US,Louisiana,West Feliciana,"West Feliciana, Louisiana, US",14.72060896
US,Louisiana,Winn,"Winn, Louisiana, US",5.890165171
US,Maine,Androscoggin,"Androscoggin, Maine, US",88.65336766
US,Maine,Aroostook,"Aroostook, Maine, US",3.951100932
US,Maine,Cumberland,"Cumberland, Maine, US",134.4200117
US,Maine,Franklin,"Franklin, Maine, US",6.829858409
US,Maine,Hancock,"Hancock, Maine, US",13.26827489
US,Maine,Kennebec,"Kennebec, Maine, US",54.09850381
US,Maine,Knox,"Knox, Maine, US",42.11023048
US,Maine,Lincoln,"Lincoln, Maine, US",28.8534917
US,Maine,Oxford,"Oxford, Maine, US",10.65676782
US,Maine,Penobscot,"Penobscot, Maine, US",17.24666118
US,Maine,Piscataquis,"Piscataquis, Maine, US",1.646063948
US,Maine,Sagadahoc,"Sagadahoc, Maine, US",53.63021744
US,Maine,Somerset,"Somerset, Maine, US",4.989161243
US,Maine,Waldo,"Waldo, Maine, US",20.84929659
US,Maine,Washington,"Washington, Maine, US",4.775067856
US,Maine,York,"York, Maine, US",79.1261164
US,Maryland,Allegany,"Allegany, Maryland, US",65.82512308
US,Maryland,Anne Arundel,"Anne Arundel, Maryland, US",528.4397218
US,Maryland,Baltimore,"Baltimore, Maryland, US",534.0413784
US,Maryland,Calvert,"Calvert, Maryland, US",164.9551742
US,Maryland,Caroline,"Caroline, Maryland, US",39.7352873
US,Maryland,Carroll,"Carroll, Maryland, US",144.4971047
US,Maryland,Cecil,"Cecil, Maryland, US",114.3069038
US,Maryland,Charles,"Charles, Maryland, US",132.9772265
US,Maryland,Dorchester,"Dorchester, Maryland, US",23.03451107
US,Maryland,Frederick,"Frederick, Maryland, US",145.2537914
US,Maryland,Garrett,"Garrett, Maryland, US",17.47424746
US,Maryland,Harford,"Harford, Maryland, US",221.7271443
US,Maryland,Howard,"Howard, Maryland, US",485.1603249
US,Maryland,Kent,"Kent, Maryland, US",27.3066914
US,Maryland,Montgomery,"Montgomery, Maryland, US",814.4747962
US,Maryland,Prince George's,"Prince George's, Maryland, US",724.9258165
US,Maryland,Queen Anne's,"Queen Anne's, Maryland, US",51.26963696
US,Maryland,St. Mary's,"St. Mary's, Maryland, US",120.0551638
US,Maryland,Somerset,"Somerset, Maryland, US",31.07787965
US,Maryland,Talbot,"Talbot, Maryland, US",53.49765439
US,Maryland,Washington,"Washington, Maryland, US",126.3575575
US,Maryland,Wicomico,"Wicomico, Maryland, US",105.3600627
US,Maryland,Worcester,"Worcester, Maryland, US",42.51432218
US,Maryland,Baltimore city,"Baltimore city, Maryland, US",2932.040761
US,Massachusetts,Barnstable,"Barnstable, Massachusetts, US",209.2848818
US,Massachusetts,Berkshire,"Berkshire, Massachusetts, US",53.04016386
US,Massachusetts,Bristol,"Bristol, Massachusetts, US",390.1505028
US,Massachusetts,Dukes,"Dukes, Massachusetts, US",64.7697872
US,Massachusetts,Essex,"Essex, Massachusetts, US",612.3264362
US,Massachusetts,Franklin,"Franklin, Massachusetts, US",39.1694219
US,Massachusetts,Hampden,"Hampden, Massachusetts, US",293.5650603
US,Massachusetts,Hampshire,"Hampshire, Massachusetts, US",118.019676
US,Massachusetts,Middlesex,"Middlesex, Massachusetts, US",753.0895333
US,Massachusetts,Nantucket,"Nantucket, Massachusetts, US",92.90351158
US,Massachusetts,Norfolk,"Norfolk, Massachusetts, US",680.6297135
US,Massachusetts,Plymouth,"Plymouth, Massachusetts, US",300.0827076
US,Massachusetts,Suffolk,"Suffolk, Massachusetts, US",5248.519833
US,Massachusetts,Worcester,"Worcester, Massachusetts, US",210.1639701
US,Michigan,Alcona,"Alcona, Michigan, US",5.931269853
US,Michigan,Alger,"Alger, Michigan, US",3.879446925
US,Michigan,Allegan,"Allegan, Michigan, US",53.92102964
US,Michigan,Alpena,"Alpena, Michigan, US",19.31776341
US,Michigan,Antrim,"Antrim, Michigan, US",18.81251469
US,Michigan,Arenac,"Arenac, Michigan, US",16.12227532
US,Michigan,Baraga,"Baraga, Michigan, US",3.655915256
US,Michigan,Barry,"Barry, Michigan, US",41.92435909
US,Michigan,Bay,"Bay, Michigan, US",91.48441331
US,Michigan,Benzie,"Benzie, Michigan, US",21.197698
US,Michigan,Berrien,"Berrien, Michigan, US",105.2725308
US,Michigan,Branch,"Branch, Michigan, US",33.22953627
US,Michigan,Calhoun,"Calhoun, Michigan, US",73.51472524
US,Michigan,Cass,"Cass, Michigan, US",40.53988578
US,Michigan,Charlevoix,"Charlevoix, Michigan, US",24.31537847
US,Michigan,Cheboygan,"Cheboygan, Michigan, US",13.74212731
US,Michigan,Chippewa,"Chippewa, Michigan, US",9.372935438
US,Michigan,Clare,"Clare, Michigan, US",20.94547115
US,Michigan,Clinton,"Clinton, Michigan, US",53.09820863
US,Michigan,Crawford,"Crawford, Michigan, US",9.601162039
US,Michigan,Delta,"Delta, Michigan, US",11.93153821
US,Michigan,Dickinson,"Dickinson, Michigan, US",12.97412949
US,Michigan,Eaton,"Eaton, Michigan, US",73.26986942
